order_id,customer_id,order_date,payment_method,order_status
324,119,2026-02-22,신용카드,배송완료
325,569,2026-05-25,신용카드,배송완료
326,564,2026-02-14,휴대폰결제,취소
327,346,2026-05-04,신용카드,배송완료
328,1120,2025-07-24,간편결제,배송완료
329,619,2026-07-22,계좌이체,배송준비
330,308,2026-06-26,계좌이체,배송완료
331,350,2026-05-04,간편결제,배송완료
332,483,2026-04-11,신용카드,배송완료
333,84,2026-05-18,신용카드,배송완료
334,604,2026-06-14,신용카드,배송완료
335,78,2026-07-04,간편결제,배송완료
336,417,2026-01-09,신용카드,배송완료
337,345,2025-12-27,무통장입금,취소
338,639,2025-10-02,신용카드,배송완료
339,119,2025-12-12,신용카드,환불
340,1080,2025-09-17,간편결제,배송완료
341,892,2026-05-28,신용카드,배송완료
342,527,2026-04-27,간편결제,배송완료
343,265,2025-03-12,간편결제,환불
344,1185,2025-06-16,계좌이체,배송완료
345,374,2026-04-10,신용카드,환불
346,232,2025-02-01,간편결제,환불
347,585,2025-10-06,신용카드,배송완료
348,718,2025-12-02,간편결제,배송완료
349,438,2025-08-28,무통장입금,배송완료
350,1087,2026-05-03,무통장입금,배송완료
351,484,2026-06-07,간편결제,환불
352,887,2025-12-23,휴대폰결제,배송완료
353,442,2026-03-12,휴대폰결제,배송완료
354,185,2026-03-05,계좌이체,배송완료
355,670,2025-05-10,계좌이체,배송완료
356,960,2025-07-13,간편결제,배송완료
357,280,2026-04-17,신용카드,배송완료
358,1157,2025-12-14,간편결제,배송완료
359,1153,2025-08-09,신용카드,취소
360,1103,2026-01-22,간편결제,배송완료
361,1022,2025-02-07,계좌이체,배송완료
362,766,2025-08-04,간편결제,배송완료
363,160,2026-02-13,무통장입금,배송중
364,29,2025-07-29,계좌이체,취소
365,336,2025-10-28,간편결제,배송완료
366,37,2025-01-05,계좌이체,배송완료
367,433,2025-09-23,신용카드,배송완료
368,415,2026-03-22,간편결제,배송완료
369,562,2026-02-28,계좌이체,배송완료
370,605,2026-01-27,신용카드,배송완료
371,904,2025-11-21,계좌이체,배송완료
372,492,2025-03-09,간편결제,배송완료
373,549,2026-01-02,신용카드,배송완료
374,370,2025-04-09,계좌이체,취소
375,787,2025-05-17,신용카드,배송완료
376,499,2026-07-19,간편결제,배송완료
377,15,2026-01-15,신용카드,배송완료
378,283,2026-04-21,신용카드,배송완료
379,947,2025-09-01,무통장입금,취소
380,1037,2025-04-09,신용카드,취소
381,1123,2025-03-05,계좌이체,배송완료
382,635,2025-09-06,신용카드,배송완료
383,510,2025-08-07,간편결제,배송완료
384,70,2025-05-05,간편결제,배송완료
385,1178,2025-06-13,무통장입금,배송완료
386,611,2025-05-08,신용카드,배송완료
387,892,2026-03-25,신용카드,배송완료
388,779,2026-02-13,간편결제,배송완료
389,864,2025-08-31,신용카드,배송완료
390,1049,2025-02-04,계좌이체,배송완료
391,672,2025-04-08,신용카드,배송중
392,475,2025-04-01,신용카드,환불
393,421,2025-07-28,계좌이체,배송완료
394,68,2025-12-07,계좌이체,취소
395,887,2025-08-21,신용카드,배송완료
396,178,2026-01-30,간편결제,취소
397,8,2025-04-24,휴대폰결제,배송완료
398,833,2026-07-24,간편결제,배송준비
399,708,2025-12-13,신용카드,배송완료
400,926,2025-04-13,신용카드,배송완료
401,773,2026-07-31,신용카드,배송준비
402,711,2025-08-25,휴대폰결제,배송완료
403,920,2025-03-30,무통장입금,배송완료
404,477,2025-03-31,계좌이체,배송완료
405,908,2025-11-02,계좌이체,배송완료
406,632,2025-10-19,간편결제,취소
407,10,2025-11-05,신용카드,배송완료
408,748,2025-05-06,신용카드,배송완료
409,1112,2025-04-14,무통장입금,취소
410,298,2025-05-11,계좌이체,배송완료
411,872,2025-11-19,신용카드,배송완료
412,565,2025-11-06,신용카드,배송완료
413,166,2025-06-19,휴대폰결제,배송완료
414,949,2025-06-27,무통장입금,배송완료
415,105,2025-09-18,간편결제,배송완료
416,897,2025-06-24,신용카드,배송완료
417,372,2025-11-26,신용카드,배송완료
418,255,2026-03-08,신용카드,배송완료
419,880,2025-05-04,신용카드,배송완료
420,909,2026-07-11,휴대폰결제,배송완료
421,768,2026-06-04,계좌이체,배송완료
422,304,2025-08-02,간편결제,취소
423,803,2025-10-21,휴대폰결제,취소
424,1138,2025-08-01,신용카드,배송완료
425,1071,2026-01-06,계좌이체,배송완료
426,18,2026-07-30,간편결제,배송준비
427,73,2025-02-23,간편결제,배송완료
428,404,2025-10-08,신용카드,취소
429,1170,2025-02-03,신용카드,배송완료
430,93,2025-01-27,간편결제,배송완료
431,153,2026-06-03,간편결제,배송완료
432,343,2025-05-10,신용카드,배송완료
433,631,2026-04-12,신용카드,배송완료
434,155,2025-12-29,신용카드,배송완료
435,437,2025-11-23,신용카드,배송완료
436,115,2025-12-20,간편결제,배송완료
437,966,2025-11-07,계좌이체,배송완료
438,1125,2025-02-01,간편결제,배송완료
439,977,2025-11-17,간편결제,배송완료
440,876,2025-09-27,신용카드,배송완료
441,1087,2025-12-25,계좌이체,배송완료
442,205,2025-03-10,계좌이체,배송완료
443,635,2025-12-02,간편결제,배송완료
444,414,2025-09-25,간편결제,배송완료
445,1070,2025-05-15,신용카드,배송완료
446,566,2025-04-19,간편결제,배송완료
447,1069,2025-04-19,무통장입금,배송완료
448,112,2026-05-30,간편결제,환불
449,451,2026-07-13,신용카드,결제완료
450,173,2025-03-04,신용카드,배송완료
451,142,2025-12-29,신용카드,배송완료
452,733,2025-06-04,휴대폰결제,배송완료
453,812,2026-06-14,계좌이체,배송완료
454,75,2026-06-06,신용카드,배송완료
455,389,2026-03-02,신용카드,배송완료
456,906,2025-08-27,간편결제,배송완료
457,390,2025-12-09,간편결제,배송완료
458,519,2026-02-04,무통장입금,배송완료
459,1019,2025-03-04,계좌이체,배송완료
460,357,2025-05-27,계좌이체,배송완료
461,1191,2026-04-01,계좌이체,배송완료
462,199,2025-08-24,신용카드,배송완료
463,979,2026-01-22,계좌이체,취소
464,666,2026-02-02,신용카드,배송완료
465,190,2025-11-10,무통장입금,취소
466,732,2025-05-23,신용카드,배송완료
467,19,2025-08-27,신용카드,배송완료
468,700,2025-05-13,신용카드,배송완료
469,335,2026-01-15,간편결제,배송완료
470,1014,2026-05-28,계좌이체,배송완료
471,187,2026-06-08,간편결제,배송완료
472,508,2025-11-19,계좌이체,배송완료
473,198,2025-01-03,간편결제,배송완료
474,739,2026-03-28,계좌이체,배송완료
475,665,2025-10-24,신용카드,배송완료
476,861,2025-08-27,계좌이체,취소
477,80,2025-06-14,간편결제,배송완료
478,626,2025-10-12,계좌이체,배송완료
479,731,2025-09-02,신용카드,취소
480,30,2025-12-01,신용카드,배송완료
481,594,2026-06-24,신용카드,배송완료
482,456,2025-10-25,간편결제,취소
483,1049,2026-04-20,신용카드,배송완료
484,987,2025-11-08,계좌이체,배송완료
485,293,2025-12-13,휴대폰결제,배송완료
486,308,2025-01-08,휴대폰결제,배송완료
487,608,2025-11-06,신용카드,배송완료
488,364,2025-07-18,무통장입금,배송완료
489,1132,2025-12-10,무통장입금,배송완료
490,31,2025-11-04,휴대폰결제,취소
491,143,2026-03-03,신용카드,배송완료
492,62,2026-07-03,계좌이체,배송완료
493,844,2026-07-14,간편결제,취소
494,1064,2026-06-06,신용카드,배송완료
495,1,2026-03-08,신용카드,배송완료
496,1017,2026-07-08,계좌이체,배송완료
497,530,2025-06-19,신용카드,배송완료
498,820,2026-05-10,신용카드,배송완료
499,457,2026-01-23,간편결제,배송완료
500,463,2025-01-16,무통장입금,배송완료
501,1083,2026-03-11,간편결제,배송완료
502,711,2025-07-13,신용카드,배송완료
503,405,2025-12-07,신용카드,배송완료
504,1183,2025-12-18,간편결제,배송완료
505,1173,2025-04-18,신용카드,배송완료
506,1040,2026-05-22,무통장입금,배송완료
507,892,2025-01-27,신용카드,배송완료
508,797,2025-11-04,신용카드,배송완료
509,832,2026-02-24,신용카드,배송완료
510,178,2025-03-20,신용카드,배송완료
511,218,2025-02-01,신용카드,배송완료
512,61,2026-04-15,휴대폰결제,결제완료
513,1071,2026-07-08,신용카드,배송완료
514,222,2025-04-14,신용카드,배송중
515,1050,2026-03-07,간편결제,배송완료
516,229,2025-09-14,신용카드,배송완료
517,1125,2025-04-02,신용카드,배송완료
518,382,2026-07-02,간편결제,배송완료
519,793,2025-12-04,신용카드,배송완료
520,603,2025-05-30,신용카드,배송완료
521,870,2026-01-09,신용카드,배송완료
522,324,2025-06-25,신용카드,배송완료
523,1174,2025-11-29,신용카드,취소
524,790,2025-02-09,무통장입금,취소
525,1076,2025-07-27,휴대폰결제,배송완료
526,1138,2025-02-02,신용카드,배송완료
527,331,2025-01-28,계좌이체,배송완료
528,959,2025-04-18,신용카드,취소
529,409,2025-01-18,신용카드,배송완료
530,689,2025-12-10,신용카드,배송완료
531,215,2026-04-09,신용카드,배송완료
532,711,2025-04-25,신용카드,배송완료
533,5,2025-05-06,신용카드,배송완료
534,570,2025-05-08,신용카드,배송완료
535,330,2026-06-02,간편결제,배송완료
536,176,2025-09-22,신용카드,배송완료
537,229,2025-06-24,신용카드,배송완료
538,386,2025-09-25,간편결제,배송완료
539,49,2026-03-24,간편결제,배송완료
540,55,2025-11-16,간편결제,취소
541,667,2025-01-10,간편결제,배송완료
542,215,2025-11-27,계좌이체,배송완료
543,880,2025-12-05,계좌이체,배송완료
544,870,2026-04-25,간편결제,배송완료
545,745,2025-03-17,계좌이체,배송완료
546,61,2025-04-29,신용카드,배송완료
547,228,2025-12-28,간편결제,배송완료
548,865,2025-08-19,계좌이체,배송완료
549,394,2026-05-17,휴대폰결제,취소
550,554,2026-02-09,신용카드,배송완료
551,1198,2025-05-25,휴대폰결제,배송완료
552,731,2025-06-02,계좌이체,배송완료
553,260,2026-03-31,간편결제,배송완료
554,423,2025-02-13,신용카드,배송완료
555,706,2026-05-01,간편결제,배송완료
556,658,2026-03-26,간편결제,환불
557,191,2026-06-17,신용카드,배송완료
558,715,2026-05-18,계좌이체,배송완료
559,918,2025-09-06,신용카드,배송완료
560,708,2025-09-06,계좌이체,배송완료
561,12,2025-12-19,계좌이체,배송완료
562,1120,2026-04-19,간편결제,배송완료
563,816,2025-04-13,계좌이체,배송완료
564,125,2025-09-05,신용카드,배송완료
565,570,2026-02-19,간편결제,배송완료
566,324,2025-01-14,간편결제,배송완료
567,772,2026-04-13,신용카드,배송완료
568,842,2025-03-17,간편결제,배송완료
569,191,2025-12-12,간편결제,배송완료
570,364,2025-03-29,신용카드,배송완료
571,165,2026-07-03,신용카드,배송완료
572,414,2025-02-10,신용카드,배송완료
573,699,2025-10-08,신용카드,배송완료
574,299,2025-04-18,신용카드,배송완료
575,727,2025-11-11,휴대폰결제,취소
576,871,2026-02-23,신용카드,배송완료
577,841,2025-10-27,신용카드,취소
578,226,2025-05-31,신용카드,배송완료
579,463,2026-02-18,간편결제,배송완료
580,256,2025-05-19,간편결제,배송완료
581,1069,2025-04-03,신용카드,배송완료
582,401,2025-07-08,계좌이체,배송완료
583,777,2025-11-01,간편결제,배송완료
584,1122,2025-09-25,간편결제,배송완료
585,27,2026-07-02,간편결제,배송완료
586,1146,2025-04-23,신용카드,배송완료
587,369,2026-05-25,신용카드,취소
588,627,2025-10-18,신용카드,배송완료
589,16,2025-03-17,신용카드,배송완료
590,1067,2025-12-04,신용카드,환불
591,910,2025-11-30,무통장입금,배송완료
592,760,2025-12-23,신용카드,배송완료
593,976,2026-04-20,신용카드,배송완료
594,1161,2025-06-21,간편결제,배송완료
595,521,2025-05-19,신용카드,배송완료
596,966,2025-01-20,간편결제,취소
597,95,2025-10-04,계좌이체,배송완료
598,636,2026-02-23,휴대폰결제,배송완료
599,1079,2025-12-22,계좌이체,배송완료
600,1183,2026-04-27,무통장입금,배송완료
601,590,2026-01-13,신용카드,배송완료
602,140,2026-03-23,신용카드,배송완료
603,861,2025-01-12,신용카드,취소
604,972,2025-11-07,휴대폰결제,배송완료
605,115,2026-05-20,계좌이체,취소
606,846,2026-06-26,간편결제,배송완료
607,69,2025-05-22,간편결제,배송완료
608,458,2025-07-02,간편결제,배송완료
609,672,2025-12-28,간편결제,배송완료
610,977,2025-04-20,신용카드,배송완료
611,398,2025-04-20,신용카드,배송완료
612,854,2025-07-03,간편결제,배송완료
613,1105,2026-07-24,휴대폰결제,배송중
614,151,2025-11-03,간편결제,배송준비
615,3,2026-06-14,신용카드,배송완료
616,98,2025-04-17,간편결제,배송완료
617,409,2026-05-18,신용카드,배송완료
618,311,2025-10-19,신용카드,배송완료
619,824,2025-12-13,간편결제,배송완료
620,345,2026-02-01,간편결제,배송완료
621,430,2025-12-08,휴대폰결제,배송완료
622,876,2025-07-10,계좌이체,환불
623,662,2025-07-24,신용카드,배송완료
624,420,2026-04-25,간편결제,배송완료
625,673,2026-06-01,간편결제,배송완료
626,473,2025-11-14,간편결제,환불
627,591,2026-04-21,신용카드,배송완료
628,248,2026-02-22,휴대폰결제,배송완료
629,479,2025-04-24,계좌이체,배송완료
630,674,2025-08-01,신용카드,취소
631,405,2025-11-22,신용카드,배송완료
632,640,2025-06-29,신용카드,배송완료
633,1005,2026-07-30,간편결제,결제완료
634,605,2025-10-10,신용카드,배송준비
635,1107,2025-09-29,계좌이체,배송완료
636,686,2025-01-06,신용카드,배송완료
637,1109,2025-10-07,신용카드,취소
638,951,2025-09-28,신용카드,배송완료
639,6,2025-02-28,신용카드,배송완료
640,113,2025-07-21,간편결제,배송완료
641,633,2026-05-17,신용카드,배송완료
642,138,2025-11-16,계좌이체,배송완료
643,1174,2025-04-12,간편결제,배송완료
644,1069,2026-06-03,신용카드,환불
645,1072,2025-09-14,신용카드,배송완료
646,1114,2026-04-14,신용카드,배송완료
647,941,2025-03-04,신용카드,취소
648,202,2025-01-11,신용카드,배송완료
649,308,2025-12-29,신용카드,배송완료
650,520,2026-05-14,신용카드,배송완료
651,550,2025-11-25,신용카드,배송완료
652,255,2025-10-12,계좌이체,배송완료
653,940,2025-03-09,신용카드,배송완료
654,402,2025-09-01,간편결제,배송완료
