order_item_id,order_id,product_id,quantity,unit_price
186,71,114,1,41400
187,72,53,1,30400
188,73,233,1,19000
189,73,191,1,93000
190,74,291,3,214200
191,75,188,1,28000
192,75,212,3,307000
193,75,300,5,106200
194,76,73,2,68000
195,77,64,1,54000
196,77,163,4,143000
197,77,4,3,36600
198,77,83,1,156000
199,77,28,2,102600
200,78,241,1,137700
201,78,279,1,25000
202,79,120,1,134000
203,80,192,1,307700
204,80,226,2,25200
205,80,103,1,33300
206,81,72,2,119000
207,81,269,1,26100
208,81,278,2,53000
209,81,238,1,35200
210,82,40,5,95000
211,83,289,1,31200
212,83,3,1,22000
213,83,204,2,7000
214,83,279,1,22500
215,83,184,1,38000
216,84,72,1,140000
217,85,56,2,17000
218,86,281,2,188000
219,87,56,3,19000
220,88,131,1,82000
221,88,300,3,100300
222,88,281,1,178600
223,88,59,5,38000
224,88,188,1,33000
225,89,106,1,28000
226,89,29,1,13600
227,89,253,2,20700
228,90,259,1,8000
229,90,183,1,104600
230,91,291,1,214200
231,92,280,1,97600
232,92,241,1,137700
233,92,130,1,149000
234,93,144,1,39000
235,93,251,1,200400
236,93,124,2,25200
237,94,64,4,51300
238,95,225,1,4800
239,95,214,2,57600
240,96,298,1,25200
241,97,113,2,55200
242,97,243,2,163000
243,97,85,1,8500
244,98,161,1,154800
245,98,3,2,19800
246,98,163,1,143000
247,99,98,2,101600
248,100,123,1,118800
249,100,90,2,104400
250,100,59,1,38000
251,101,153,4,155800
252,101,126,1,13000
253,102,204,2,7000
254,102,190,2,66000
255,103,50,2,59000
256,104,154,1,63600
257,104,226,1,23800
258,105,281,2,169200
259,105,212,3,291600
260,106,175,1,39600
261,107,292,1,279300
262,108,1,3,68000
263,108,83,2,148200
264,108,198,2,23000
265,109,192,1,307700
266,109,277,1,79800
267,109,160,3,140000
268,110,24,3,47500
269,110,226,1,28000
270,110,180,1,45900
271,110,200,1,118800
272,111,200,1,118800
273,111,116,1,13600
274,112,34,1,78300
275,112,36,2,30600
276,113,128,1,74000
277,113,289,2,35100
278,114,183,1,110700
279,115,94,1,65600
280,116,144,1,39000
281,117,131,2,65600
282,118,258,1,100700
283,118,148,1,31500
284,119,253,1,23000
285,120,210,3,97800
286,120,92,2,173800
287,121,293,1,129200
288,121,133,3,168000
289,122,272,1,321100
290,122,161,1,163400
291,122,250,4,132000
292,122,176,1,23800
293,123,249,1,41000
294,124,72,1,119000
295,124,141,3,60800
296,124,209,3,3800
297,124,146,1,31000
298,124,181,1,54200
299,125,63,1,100700
300,126,152,1,175000
301,126,219,1,31500
302,127,265,4,27600
303,127,247,1,55000
304,127,231,2,168800
305,128,140,2,31200
306,129,272,1,338000
307,129,161,1,154800
308,129,182,1,234000
309,130,47,4,13600
310,131,33,1,33000
311,131,264,1,72000
312,131,236,1,27900
313,131,120,1,120600
314,131,286,1,10400
315,132,172,1,328000
316,133,26,1,9600
317,134,201,1,73200
318,135,290,2,20000
319,136,122,1,48400
320,136,14,1,41600
321,136,191,1,88400
322,137,132,1,23800
323,137,293,5,129200
324,137,24,1,47500
325,137,157,1,126000
326,137,63,1,106000
327,138,34,1,74000
328,138,268,4,70400
329,138,46,1,17100
330,138,270,2,92700
331,138,147,2,99000
332,139,170,1,103600
333,139,212,2,276300
334,139,157,2,126000
335,140,12,1,149600
336,140,92,1,164700
337,140,38,1,103500
338,140,71,1,142000
339,141,226,1,28000
340,141,91,1,63000
341,141,173,1,148000
342,141,71,1,127800
343,142,184,1,34000
344,142,78,1,55800
345,143,141,2,64000
346,144,108,2,68000
347,145,186,1,42000
348,145,274,1,78400
349,145,148,3,33200
350,146,240,1,96800
351,146,146,1,24800
352,146,163,1,128700
353,147,207,1,49400
354,147,215,1,64000
355,148,236,1,29400
356,148,86,2,19800
357,149,150,1,32400
358,150,194,2,72200
359,150,284,2,61000
360,150,181,2,48400
361,151,242,1,253000
362,151,131,3,82000
363,151,143,1,94000
364,152,269,1,29000
365,153,197,1,131000
366,153,190,1,56100
367,154,57,1,20900
368,154,202,1,241000
369,154,244,1,43200
370,154,197,3,131000
371,155,161,1,163400
372,156,1,1,57800
373,156,238,1,35200
374,157,152,2,175000
375,157,182,1,187200
376,158,11,1,100000
377,158,54,2,34000
378,159,164,3,19000
379,160,49,1,17000
380,160,283,1,138000
381,160,103,1,37000
382,161,274,2,93100
383,161,28,2,108000
384,162,273,1,174000
385,162,27,2,38000
386,163,114,1,46000
387,163,4,1,40800
388,164,169,2,44000
389,164,175,1,41800
390,164,80,3,95400
391,164,179,2,17000
392,164,83,1,140400
393,164,22,1,210000
394,165,290,1,20000
395,166,107,1,91800
396,166,263,2,59800
397,166,187,1,79000
398,166,271,2,108000
399,167,243,2,154800
400,167,205,2,25200
401,168,193,1,28000
402,169,297,3,35200
403,169,291,2,238000
404,170,180,1,54000
405,171,41,1,37000
406,171,115,2,60800
407,171,204,2,6000
408,171,173,1,140600
409,172,112,2,212500
410,172,66,2,25500
411,172,269,1,29000
412,173,290,3,25000
413,173,271,1,97200
414,174,43,1,143200
415,174,189,1,27900
416,174,157,1,119700
417,175,193,3,25200
418,175,5,2,46400
419,175,234,3,10200
420,175,19,2,45900
421,175,83,1,148200
422,175,214,2,54400
423,176,65,1,43400
424,176,234,1,12000
425,176,46,2,15300
426,176,121,1,16200
427,177,73,1,80000
428,177,14,1,39200
429,177,254,3,50400
430,178,273,1,156600
431,178,218,1,32000
432,178,101,2,107000
433,178,134,1,24000
434,179,245,1,68000
435,179,125,4,42800
436,179,134,1,22800
437,180,264,1,72000
438,180,197,1,117900
439,180,143,2,89100
440,181,61,2,34000
441,181,31,1,43700
442,182,104,1,22500
443,183,240,1,121000
444,183,263,2,59800
445,184,200,1,106200
446,184,266,1,30000
447,184,194,4,76500
448,184,18,1,99000
449,185,127,2,134000
450,185,183,1,123000
451,186,240,2,121000
452,186,217,1,114000
453,186,214,2,60800
454,186,97,5,93000
455,187,283,1,131100
456,187,174,5,55000
457,188,50,1,50200
458,189,241,4,153000
459,189,183,2,116800
460,190,224,5,92000
461,191,296,1,22000
462,191,265,1,24600
463,191,21,1,80000
464,191,277,1,79800
465,192,13,2,88000
466,193,131,1,73800
467,193,5,3,58000
468,194,181,1,54200
469,195,242,2,202400
470,195,164,3,17000
471,196,101,1,101600
472,196,187,2,79000
473,196,173,2,133200
474,196,238,1,33300
475,197,203,1,96300
476,197,172,3,295200
477,197,77,2,131400
478,197,179,3,15300
479,197,188,1,33000
480,197,63,1,100700
481,198,136,2,28800
482,198,131,1,69700
483,199,121,1,17100
484,199,186,2,39900
485,199,252,1,267300
486,200,297,3,29600
487,200,74,1,74100
488,200,220,1,71000
489,200,253,2,21800
490,201,164,1,18000
491,201,4,1,43000
492,201,231,1,211000
493,201,79,1,26100
494,201,252,1,267300
495,202,135,2,45900
496,202,212,1,291600
497,202,268,1,74800
498,202,103,1,33300
499,203,281,1,188000
500,203,170,2,103600
501,204,227,2,69300
502,204,75,2,65000
503,204,143,1,99000
504,204,54,1,32300
505,204,151,1,33000
506,205,180,2,43200
507,206,57,2,18700
508,206,134,1,22800
509,207,290,1,25000
510,207,196,1,24000
511,207,296,1,22000
512,207,56,1,20000
513,207,254,1,45000
514,208,195,3,40500
515,208,277,1,71400
516,209,66,1,27000
517,209,235,3,18900
518,209,237,1,24300
519,209,244,1,48000
520,209,182,4,198900
521,210,169,2,41800
522,210,66,1,27000
523,211,83,4,132600
524,212,153,2,155800
525,212,243,2,146700
526,213,253,1,19600
527,214,65,2,40800
528,214,85,1,9000
529,214,191,1,88400
530,215,168,1,21000
531,215,41,3,33300
532,215,173,1,148000
533,215,294,2,18000
534,216,5,1,55100
535,216,207,3,46800
536,217,44,1,12400
537,217,247,1,55000
538,218,72,1,133000
539,219,48,5,58000
540,219,225,1,5000
541,220,1,1,64600
542,220,99,1,23800
543,220,4,1,43000
544,221,208,1,72200
545,222,73,2,80000
546,222,13,1,88000
547,223,184,2,40000
548,223,16,2,18000
549,223,178,2,8000
550,224,152,1,148800
551,224,114,1,41400
552,224,171,1,102000
553,225,49,1,17000
554,226,297,1,37000
555,226,180,2,54000
556,226,85,1,8500
557,226,214,1,57600
558,226,281,1,169200
559,227,44,1,11700
560,228,91,4,59500
561,228,265,2,29000
562,228,34,2,87000
563,228,83,1,140400
564,229,175,4,39600
565,229,270,2,92700
566,229,247,3,44000
567,230,160,1,140000
568,230,297,2,37000
569,230,26,2,11400
570,231,195,1,45000
571,231,111,2,137800
572,231,213,1,119700
573,231,214,1,60800
574,231,26,1,11400
575,231,158,4,31400
576,232,83,1,132600
577,233,126,1,11700
578,233,235,1,20000
579,233,206,3,30000
580,234,144,1,35100
581,234,77,1,146000
582,235,118,2,29700
583,235,239,1,36800
584,236,211,1,67000
585,236,30,1,32300
586,237,144,4,39000
587,237,73,1,76000
588,237,283,1,124200
589,237,166,1,28500
590,238,72,1,126000
591,238,280,1,122000
592,238,46,1,17100
593,238,70,3,141000
594,239,243,1,138600
595,239,53,1,30400
596,239,110,2,136000
597,239,95,1,70300
598,240,162,1,149200
599,241,104,3,25000
600,241,229,2,40500
601,242,230,1,89300
602,242,295,2,45900
603,243,24,1,42500
604,244,61,1,30600
605,244,252,2,267300
606,244,45,1,48600
607,244,247,1,52200
608,245,54,1,34000
609,246,219,2,29800
610,246,85,2,9000
611,247,113,1,58500
612,247,132,1,25000
613,247,173,3,148000
614,248,102,4,254700
615,249,105,1,43000
616,249,178,2,8000
617,249,263,1,56700
618,250,51,2,129000
619,250,255,1,13500
620,251,230,3,94000
621,251,207,1,49400
622,252,145,1,28800
623,252,161,2,146200
624,252,37,2,23800
625,252,70,1,141000
626,253,120,1,134000
627,253,75,4,61800
628,253,204,1,6300
629,253,270,3,87600
630,254,5,1,49300
631,254,198,3,20700
632,254,71,1,142000
633,254,108,2,80000
634,254,205,1,28000
635,254,215,1,57600
636,255,161,5,172000
637,256,256,2,19000
638,256,215,1,64000
639,257,257,1,134000
640,258,258,1,106000
641,259,186,2,35700
642,259,282,1,352400
643,259,85,2,10000
644,259,15,1,58400
645,260,225,1,4500
646,260,153,1,155800
647,260,103,1,31400
648,261,101,5,91000
649,261,55,2,21800
650,262,171,1,102000
651,262,221,1,24000
652,262,158,1,37000
653,263,124,1,25200
654,263,188,4,31400
655,264,80,2,106000
656,264,110,1,136000
657,265,11,2,125000
658,265,108,1,76000
659,265,38,1,115000
660,266,144,1,35100
661,266,124,1,28000
662,267,233,4,19000
663,267,5,2,55100
664,268,162,1,157000
665,268,15,1,65700
666,268,246,5,16000
667,268,215,2,64000
668,268,151,2,33000
669,269,29,1,17000
670,270,264,2,68400
671,270,195,1,45000
672,271,137,1,78300
673,271,266,3,27000
674,271,242,2,227700
675,271,25,1,25000
676,272,216,1,16000
677,272,285,2,18000
678,272,239,1,46000
679,273,284,1,61000
680,273,7,2,92700
681,274,52,1,364000
682,274,135,1,48600
683,275,192,4,362000
684,275,128,1,62900
685,275,237,1,27000
686,275,245,1,64600
687,275,92,1,183000
688,276,263,1,50400
689,277,94,3,69000
690,278,192,2,362000
691,278,153,1,155800
692,279,33,1,28000
693,279,162,1,149200
694,279,111,1,145000
695,279,144,2,39000
696,279,183,2,116800
697,280,106,2,33200
698,280,83,1,124800
699,280,22,1,189000
700,281,173,4,133200
701,282,202,4,192800
702,282,126,1,11700
703,282,94,2,69000
704,282,207,1,52000
705,283,295,1,51000
706,284,152,2,175000
707,284,17,2,107000
708,284,202,1,216900
709,284,13,4,79200
710,285,29,2,17000
711,286,158,2,29600
712,286,94,2,69000
713,287,32,1,186300
714,287,165,1,5000
715,288,172,1,328000
716,288,31,2,43700
717,289,265,1,27600
718,289,53,1,28800
719,289,253,3,23000
720,289,263,1,63000
721,290,228,1,110500
722,290,260,1,43000
723,290,176,4,22400
724,290,274,2,93100
725,290,252,1,267300
726,291,273,3,174000
727,291,282,4,333900
728,291,163,3,135800
729,292,35,3,60800
730,292,143,1,94000
731,292,56,2,17000
732,292,31,2,43700
733,292,63,1,106000
734,293,193,1,28000
735,293,181,1,45600
736,293,223,1,100000
737,294,97,3,88400
738,294,171,1,86700
739,294,132,1,23800
740,295,187,2,79000
741,295,76,2,13000
742,295,223,1,100000
743,296,206,5,30000
744,297,140,2,31200
745,297,127,1,120600
746,297,103,1,31400
747,298,282,1,333900
748,298,213,1,119700
749,298,198,2,21800
750,298,47,1,14400
751,299,156,1,37000
752,299,260,2,43000
753,299,289,1,33200
754,300,175,1,44000
755,301,203,1,96300
756,301,236,3,27900
757,302,276,1,12600
758,302,214,3,57600
759,303,96,2,25500
760,303,1,1,68000
761,303,261,3,43200
762,303,297,1,33300
763,303,53,2,25600
764,303,149,1,24300
765,304,203,2,107000
766,304,94,1,58600
767,304,151,4,26400
768,305,282,2,315400
769,305,299,1,49000
770,305,187,1,83700
771,305,135,1,51300
772,306,184,5,36000
773,306,145,1,30400
774,307,167,1,135200
775,307,298,1,23800
776,307,140,2,39000
777,307,143,2,89100
778,308,3,1,18700
779,308,147,1,99000
780,308,21,1,80000
781,309,168,1,20000
782,309,1,1,57800
783,309,296,1,22000
784,309,44,1,11700
785,310,4,1,40800
786,310,245,1,68000
787,311,96,3,27000
788,311,114,1,43700
789,311,198,2,21800
790,311,63,1,106000
791,312,248,1,89200
792,312,57,1,20900
793,312,243,4,163000
794,312,22,1,199500
795,313,208,1,72200
796,313,50,1,59000
797,313,211,1,63600
798,314,265,1,29000
799,315,170,1,103600
800,316,70,1,141000
801,316,300,2,118000
802,316,181,1,54200
803,316,54,1,32300
804,316,120,1,120600
805,317,295,1,43400
806,317,72,1,140000
807,317,276,1,14000
808,317,57,1,20900
809,317,124,1,28000
810,318,177,2,120000
811,319,1,3,61200
812,320,52,2,291200
813,321,32,2,196600
814,322,184,1,38000
815,322,205,1,25200
816,323,140,2,39000
817,323,36,1,27200
818,323,183,1,104600
819,324,164,1,20000
820,324,188,2,29700
821,324,269,1,24600
822,324,130,1,134100
823,325,284,3,51800
824,325,22,1,168000
825,326,218,1,30400
826,326,253,2,20700
827,326,39,1,52200
828,327,36,1,30600
829,328,38,1,115000
830,329,41,3,37000
831,329,234,1,12000
832,329,74,1,66300
833,329,250,2,139000
834,329,187,1,79000
835,330,76,1,13000
836,330,285,1,18000
837,331,184,1,38000
838,331,186,5,39900
839,331,144,1,31200
840,332,24,1,47500
841,332,162,1,125600
842,332,42,1,153900
843,332,131,1,77900
844,333,195,2,42800
845,333,164,3,17000
846,333,132,2,23800
847,333,105,1,40800
848,333,170,2,92600
849,333,143,2,99000
850,334,270,3,103000
851,335,103,1,33300
852,336,115,1,64000
853,336,116,2,14400
854,336,86,1,22000
855,337,129,2,25600
856,337,187,1,88400
857,338,192,1,307700
858,338,38,1,109200
859,339,242,2,253000
860,340,184,2,40000
861,340,243,3,154800
862,340,215,1,54400
863,341,47,1,16000
864,342,184,2,36000
865,342,212,1,245600
866,342,245,1,54400
867,342,231,1,179400
868,343,14,1,44100
869,344,272,1,304200
870,344,173,1,125800
871,344,263,3,53600
872,345,170,1,103600
873,345,255,2,15000
874,346,108,1,80000
875,346,93,1,167200
876,347,8,3,121000
877,348,157,1,126000
878,348,31,1,41400
879,349,113,1,52000
880,349,211,3,63600
881,349,164,1,20000
882,349,231,1,179400
883,350,25,4,25000
884,350,261,1,48000
885,351,233,2,19000
886,351,261,5,40800
887,352,106,1,35000
888,352,23,1,86400
889,353,184,1,38000
890,353,291,1,238000
891,353,284,3,54900
892,353,109,4,8500
893,354,112,2,250000
894,354,181,1,51300
895,355,43,4,179000
896,355,30,1,36100
897,355,255,1,14200
898,356,193,4,23800
899,357,185,4,6000
900,357,215,3,57600
901,358,111,2,130500
902,358,272,1,270400
903,358,213,1,106400
904,358,183,1,116800
905,358,63,1,100700
906,359,256,1,16200
907,360,72,1,126000
908,360,95,1,74000
909,361,3,1,22000
910,361,155,2,40000
911,361,28,1,97200
912,362,97,1,83700
913,362,100,1,45000
914,362,278,3,53000
915,362,60,1,79200
916,363,36,1,32300
917,364,130,1,141600
918,364,75,1,65000
919,364,292,1,294000
920,365,66,3,30000
921,365,110,1,115600
922,366,217,1,114000
923,367,48,1,51800
924,368,202,3,216900
925,369,73,2,76000
926,369,233,1,18000
927,369,213,1,119700
928,369,230,3,94000
929,370,194,1,80800
930,370,294,1,15200
931,370,105,1,43000
932,370,234,2,10800
933,370,275,5,62100
934,371,19,1,48400
935,372,101,2,101600
936,372,295,1,45900
937,373,125,1,45000
938,373,171,1,91800
939,373,27,1,36100
940,373,213,1,126400
941,374,145,1,32000
942,374,157,2,126000
943,374,22,2,210000
944,375,33,1,33000
945,375,124,2,26600
946,376,67,5,76000
947,376,261,1,48000
948,376,110,1,115600
949,376,270,1,92700
950,376,59,1,36100
951,377,198,1,21800
952,377,14,3,46600
953,377,143,1,99000
954,377,214,1,60800
955,377,253,1,21800
956,378,5,1,49300
957,378,108,1,68000
958,378,142,1,192800
959,378,208,1,76000
960,378,242,2,227700
961,379,260,1,40800
962,380,248,2,99800
963,381,259,1,7200
964,381,156,3,37000
965,382,165,1,4500
966,383,36,2,30600
967,383,71,1,142000
968,384,73,1,76000
969,384,60,2,83600
970,385,198,1,23000
971,386,216,3,15200
972,386,4,1,34400
973,386,38,1,103500
974,387,115,1,54400
975,387,44,1,11700
976,387,211,1,63600
977,388,151,2,31400
978,389,280,1,115900
979,389,203,1,107000
980,389,111,1,145000
981,390,41,1,33300
982,390,233,1,17100
983,390,21,1,72000
984,390,214,2,51200
985,390,27,2,34200
986,391,96,1,28500
987,391,118,1,33000
988,391,55,2,23000
989,392,216,3,14400
990,392,250,1,139000
991,392,79,1,29000
992,393,250,2,132000
993,393,199,2,10400
994,394,250,2,118200
995,394,20,2,74700
996,394,150,1,34200
997,394,55,1,18400
998,395,152,1,166200
999,395,300,3,100300
1000,396,221,3,25500
1001,396,35,4,57600
1002,396,172,2,328000
1003,396,45,1,43200
1004,397,297,2,35200
1005,397,3,1,20900
1006,397,265,2,26100
1007,398,169,2,44000
1008,398,185,1,5100
1009,398,174,1,44000
1010,399,177,1,102000
1011,399,161,1,154800
1012,399,116,1,16000
1013,400,57,2,18700
1014,400,44,2,13000
1015,401,41,1,35200
1016,401,238,1,33300
1017,401,143,1,89100
1018,402,272,1,287300
1019,403,182,1,234000
1020,403,286,1,8800
1021,404,75,1,58500
1022,404,283,1,124200
1023,404,77,2,124100
1024,404,55,1,20700
1025,405,53,1,30400
1026,405,173,1,148000
1027,406,96,1,25500
1028,406,193,5,25200
1029,406,284,1,61000
1030,407,234,1,11400
1031,407,21,1,76000
1032,407,25,1,25000
1033,407,250,1,132000
1034,407,155,1,36000
1035,408,12,1,176000
1036,408,207,2,52000
1037,409,160,1,140000
1038,409,101,1,101600
1039,409,135,1,51300
1040,410,26,1,10200
1041,411,116,1,16000
1042,411,113,4,55200
1043,411,11,1,100000
1044,411,156,4,39000
1045,412,185,1,6000
1046,412,297,1,37000
1047,413,258,1,106000
1048,413,46,1,14400
1049,414,121,1,18000
1050,414,173,2,148000
1051,415,33,1,29700
1052,415,279,2,25000
1053,416,260,1,40800
1054,416,103,1,37000
1055,416,111,1,130500
1056,417,55,1,19600
1057,417,15,4,65700
1058,418,10,1,112100
1059,419,45,1,54000
1060,420,4,1,34400
1061,420,277,1,79800
1062,421,89,1,41400
1063,421,17,1,96300
1064,421,294,1,19000
1065,422,91,2,59500
1066,423,98,1,101600
1067,423,268,1,88000
1068,423,248,2,94500
1069,423,122,4,51300
1070,423,124,2,28000
1071,424,109,2,10000
1072,424,251,1,211000
1073,424,141,4,57600
1074,425,89,1,46000
1075,426,183,1,110700
1076,426,243,1,154800
1077,426,141,1,60800
1078,426,55,1,20700
1079,427,75,2,52000
1080,427,155,1,40000
1081,427,182,2,198900
1082,428,73,1,80000
1083,428,153,1,155800
1084,428,163,1,135800
1085,428,227,2,73200
1086,429,294,1,16200
1087,430,200,1,112500
1088,430,106,3,29800
1089,430,227,1,65400
1090,431,129,3,27000
1091,431,123,2,118800
1092,431,95,2,70300
1093,432,218,1,28800
1094,432,166,1,27000
1095,432,183,3,123000
1096,433,124,2,26600
1097,433,13,1,88000
1098,434,257,1,127300
1099,434,103,2,37000
1100,434,20,1,74700
1101,434,186,1,39900
1102,434,126,1,11700
1103,435,101,2,107000
1104,435,165,1,4500
1105,436,297,1,31400
1106,436,115,1,54400
1107,437,249,1,36900
1108,437,290,1,23800
1109,438,195,1,45000
1110,439,275,2,55200
1111,440,192,2,289600
1112,441,47,1,13600
1113,442,264,1,68400
1114,442,240,1,115000
1115,442,13,1,74800
1116,442,192,1,362000
1117,443,137,1,87000
1118,444,183,2,123000
1119,445,193,3,23800
1120,445,98,1,91000
1121,445,1,5,68000
1122,445,292,4,279300
1123,445,33,2,26400
1124,445,183,4,123000
1125,446,299,2,46600
1126,446,19,1,43400
1127,446,205,1,28000
1128,447,297,2,37000
1129,448,128,2,70300
1130,448,152,3,175000
1131,449,144,4,33200
1132,449,85,2,9000
1133,450,192,1,307700
1134,450,270,1,97800
1135,451,201,1,77000
1136,451,34,1,78300
1137,452,194,1,85000
1138,452,52,1,364000
1139,453,152,1,157500
1140,453,153,1,164000
1141,453,20,2,78800
1142,453,93,2,167200
1143,454,145,2,32000
1144,455,74,4,70200
1145,455,294,2,19000
1146,456,143,1,84200
1147,457,56,3,18000
1148,457,242,5,202400
1149,457,10,1,100300
1150,457,239,3,41400
1151,458,297,1,35200
1152,459,197,4,111400
1153,459,167,1,143100
1154,459,77,1,146000
1155,459,241,2,137700
1156,459,183,2,116800
1157,459,120,1,127300
1158,460,247,1,52200
1159,461,293,1,108800
1160,461,237,1,23000
1161,462,216,2,15200
1162,462,163,4,128700
1163,463,59,2,32300
1164,464,2,2,146700
1165,464,3,1,20900
1166,464,41,1,35200
1167,464,173,2,125800
1168,464,81,1,25000
1169,464,50,1,50200
1170,465,241,2,153000
1171,465,300,1,100300
1172,466,42,2,153900
1173,466,87,1,69000
1174,467,215,1,64000
1175,468,24,3,47500
1176,468,41,4,37000
1177,469,265,1,27600
1178,469,236,1,27900
1179,469,207,1,44200
1180,469,153,2,147600
1181,469,57,1,20900
1182,470,135,3,51300
1183,471,280,1,109800
1184,471,194,4,68000
1185,471,171,1,102000
1186,471,76,1,11700
1187,472,202,1,216900
1188,472,2,2,146700
1189,472,18,1,89100
1190,472,6,1,40000
1191,473,288,1,68400
1192,473,116,2,16000
1193,474,291,1,238000
1194,474,100,2,45000
1195,475,250,2,132000
1196,475,295,2,51000
1197,476,105,1,40800
1198,476,193,2,25200
1199,476,241,1,153000
1200,477,91,1,56000
1201,477,76,3,12400
1202,477,118,1,33000
1203,478,174,2,46800
1204,478,55,1,19600
1205,479,152,2,175000
1206,479,165,2,4500
1207,480,241,2,145400
1208,480,74,1,78000
1209,480,141,2,64000
1210,480,207,2,44200
1211,481,56,4,20000
1212,481,244,1,45600
1213,482,283,2,131100
1214,482,62,2,245700
1215,483,139,1,41800
1216,483,46,1,17100
1217,484,174,1,46800
1218,484,271,2,108000
1219,485,113,1,58500
1220,485,5,2,58000
1221,485,133,1,151200
1222,486,282,2,352400
1223,486,171,1,102000
1224,487,33,2,26400
1225,488,152,1,166200
1226,488,103,1,31400
1227,489,205,2,28000
1228,489,6,1,36000
1229,489,157,2,119700
1230,490,13,1,88000
1231,490,116,1,16000
1232,490,221,3,30000
1233,491,122,2,51300
1234,491,127,5,120600
1235,492,265,2,26100
1236,492,124,1,28000
1237,492,206,2,27000
1238,493,24,1,50000
1239,494,280,1,115900
1240,494,214,1,54400
1241,494,160,2,112000
1242,494,215,5,60800
1243,495,4,2,36600
1244,496,36,2,34000
1245,496,134,1,24000
1246,496,147,2,99000
